Scarab gitrev: 3541854
Scarab started at Fri Nov  1 19:12:25 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (76.92 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 71.43 KIPS (74.07 KIPS)
** Heartbeat:  15% -- { 3000003 } -- 66.67 KIPS (71.43 KIPS)
** Heartbeat:  20% -- { 4000004 } -- 62.50 KIPS (68.97 KIPS)
** Heartbeat:  25% -- { 5000007 } -- 71.43 KIPS (69.44 KIPS)
** Heartbeat:  30% -- { 6000012 } -- 62.50 KIPS (68.18 KIPS)
** Heartbeat:  35% -- { 7000016 } -- 66.67 KIPS (67.96 KIPS)
** Heartbeat:  40% -- { 8000016 } -- 142.86 KIPS (72.73 KIPS)
** Heartbeat:  45% -- { 9000017 } -- 142.86 KIPS (76.92 KIPS)
** Heartbeat:  50% -- { 10000018 } -- 100.00 KIPS (78.74 KIPS)
** Heartbeat:  55% -- { 11000018 } -- 90.91 KIPS (79.71 KIPS)
** Heartbeat:  60% -- { 12000018 } -- 142.86 KIPS (82.76 KIPS)
** Heartbeat:  65% -- { 13000018 } -- 142.86 KIPS (85.53 KIPS)
** Heartbeat:  70% -- { 14000019 } -- 142.86 KIPS (88.05 KIPS)
** Heartbeat:  75% -- { 15000023 } -- 166.67 KIPS (90.91 KIPS)
** Heartbeat:  80% -- { 16000026 } -- 111.11 KIPS (91.95 KIPS)
** Heartbeat:  85% -- { 17000026 } -- 166.67 KIPS (94.44 KIPS)
** Heartbeat:  90% -- { 18000026 } -- 142.86 KIPS (96.26 KIPS)
** Heartbeat:  95% -- { 19000026 } -- 125.00 KIPS (97.44 KIPS)
** Core 0 Finished:    insts:20000003    cycles:12202470    time:3813271875000       -- 1.64 IPC (1.64 IPC) --  N/A  KIPS (98.04 KIPS)
Scarab finished at Fri Nov  1 19:15:49 2024

