Scarab gitrev: 3541854
Scarab started at Fri Nov  1 18:44:59 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (83.33 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 76.92 KIPS (80.00 KIPS)
** Heartbeat:  15% -- { 3000000 } -- 76.92 KIPS (78.95 KIPS)
** Heartbeat:  20% -- { 4000000 } -- 90.91 KIPS (81.63 KIPS)
** Heartbeat:  25% -- { 5000000 } -- 71.43 KIPS (79.37 KIPS)
** Heartbeat:  30% -- { 6000000 } -- 83.33 KIPS (80.00 KIPS)
** Heartbeat:  35% -- { 7000000 } -- 76.92 KIPS (79.55 KIPS)
** Heartbeat:  40% -- { 8000000 } -- 71.43 KIPS (78.43 KIPS)
** Heartbeat:  45% -- { 9000000 } -- 100.00 KIPS (80.36 KIPS)
** Heartbeat:  50% -- { 10000000 } -- 76.92 KIPS (80.00 KIPS)
** Heartbeat:  55% -- { 11000000 } -- 83.33 KIPS (80.29 KIPS)
** Heartbeat:  60% -- { 12000000 } -- 83.33 KIPS (80.54 KIPS)
** Heartbeat:  65% -- { 13000000 } -- 71.43 KIPS (79.75 KIPS)
** Heartbeat:  70% -- { 14000000 } -- 76.92 KIPS (79.55 KIPS)
** Heartbeat:  75% -- { 15000000 } -- 52.63 KIPS (76.92 KIPS)
** Heartbeat:  80% -- { 16000000 } -- 52.63 KIPS (74.77 KIPS)
** Heartbeat:  85% -- { 17000000 } -- 90.91 KIPS (75.56 KIPS)
** Heartbeat:  90% -- { 18000005 } -- 90.91 KIPS (76.27 KIPS)
** Heartbeat:  95% -- { 19000009 } -- 100.00 KIPS (77.24 KIPS)
** Core 0 Finished:    insts:20000000    cycles:20791618    time:6497380625000       -- 0.96 IPC (0.96 IPC) --  N/A  KIPS (78.12 KIPS)
Scarab finished at Fri Nov  1 18:49:15 2024

