Scarab gitrev: 3541854
Scarab started at Fri Nov  1 18:56:50 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (43.48 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 43.48 KIPS (43.48 KIPS)
** Heartbeat:  15% -- { 3000000 } -- 41.67 KIPS (42.86 KIPS)
** Heartbeat:  20% -- { 4000000 } -- 40.00 KIPS (42.11 KIPS)
** Heartbeat:  25% -- { 5000000 } -- 38.46 KIPS (41.32 KIPS)
** Heartbeat:  30% -- { 6000000 } -- 45.45 KIPS (41.96 KIPS)
** Heartbeat:  35% -- { 7000000 } -- 50.00 KIPS (42.94 KIPS)
** Heartbeat:  40% -- { 8000000 } -- 50.00 KIPS (43.72 KIPS)
** Heartbeat:  45% -- { 9000000 } -- 47.62 KIPS (44.12 KIPS)
** Heartbeat:  50% -- { 10000000 } -- 52.63 KIPS (44.84 KIPS)
** Heartbeat:  55% -- { 11000000 } -- 50.00 KIPS (45.27 KIPS)
** Heartbeat:  60% -- { 12000000 } -- 50.00 KIPS (45.63 KIPS)
** Heartbeat:  65% -- { 13000000 } -- 37.04 KIPS (44.83 KIPS)
** Heartbeat:  70% -- { 14000000 } -- 45.45 KIPS (44.87 KIPS)
** Heartbeat:  75% -- { 15000000 } -- 66.67 KIPS (45.87 KIPS)
** Heartbeat:  80% -- { 16000000 } -- 62.50 KIPS (46.65 KIPS)
** Heartbeat:  85% -- { 17000000 } -- 62.50 KIPS (47.35 KIPS)
** Heartbeat:  90% -- { 18000000 } -- 47.62 KIPS (47.37 KIPS)
** Heartbeat:  95% -- { 19000000 } -- 52.63 KIPS (47.62 KIPS)
** Heartbeat: 100% -- { 20000000 } -- 55.56 KIPS (47.96 KIPS)
** Core 0 Finished:    insts:20000000    cycles:20337096    time:6355342500000       -- 0.98 IPC (0.98 IPC) --  N/A  KIPS (47.85 KIPS)
Scarab finished at Fri Nov  1 19:03:48 2024

