Scarab gitrev: 3541854
Scarab started at Fri Nov  1 19:36:24 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000004 } -- 0.00 KIPS (125.00 KIPS)
** Heartbeat:  10% -- { 2000007 } -- 166.67 KIPS (142.86 KIPS)
** Heartbeat:  15% -- { 3000010 } -- 166.67 KIPS (150.00 KIPS)
** Heartbeat:  20% -- { 4000011 } -- 250.00 KIPS (166.67 KIPS)
** Heartbeat:  25% -- { 5000011 } -- 100.00 KIPS (147.06 KIPS)
** Heartbeat:  30% -- { 6000011 } -- 125.00 KIPS (142.86 KIPS)
** Heartbeat:  35% -- { 7000011 } -- 166.67 KIPS (145.83 KIPS)
** Heartbeat:  40% -- { 8000014 } -- 166.67 KIPS (148.15 KIPS)
** Heartbeat:  45% -- { 9000015 } -- 250.00 KIPS (155.17 KIPS)
** Heartbeat:  50% -- { 10000015 } -- 142.86 KIPS (153.85 KIPS)
** Heartbeat:  55% -- { 11000020 } -- 111.11 KIPS (148.65 KIPS)
** Heartbeat:  60% -- { 12000022 } -- 166.67 KIPS (150.00 KIPS)
** Heartbeat:  65% -- { 13000022 } -- 200.00 KIPS (152.94 KIPS)
** Heartbeat:  70% -- { 14000024 } -- 250.00 KIPS (157.30 KIPS)
** Heartbeat:  75% -- { 15000029 } -- 166.67 KIPS (157.90 KIPS)
** Heartbeat:  80% -- { 16000031 } -- 100.00 KIPS (152.38 KIPS)
** Heartbeat:  85% -- { 17000031 } -- 166.67 KIPS (153.15 KIPS)
** Heartbeat:  90% -- { 18000032 } -- 166.67 KIPS (153.85 KIPS)
** Heartbeat:  95% -- { 19000032 } -- 250.00 KIPS (157.03 KIPS)
** Core 0 Finished:    insts:20000000    cycles:14182815    time:4432129687500       -- 1.41 IPC (1.41 IPC) --  N/A  KIPS (158.73 KIPS)
Scarab finished at Fri Nov  1 19:38:30 2024

