Scarab gitrev: 3541854
Scarab started at Fri Nov  1 19:36:23 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000004 } -- 0.00 KIPS (90.91 KIPS)
** Heartbeat:  10% -- { 2000007 } -- 83.33 KIPS (86.96 KIPS)
** Heartbeat:  15% -- { 3000010 } -- 111.11 KIPS (93.75 KIPS)
** Heartbeat:  20% -- { 4000011 } -- 142.86 KIPS (102.56 KIPS)
** Heartbeat:  25% -- { 5000011 } -- 76.92 KIPS (96.15 KIPS)
** Heartbeat:  30% -- { 6000011 } -- 142.86 KIPS (101.70 KIPS)
** Heartbeat:  35% -- { 7000011 } -- 166.67 KIPS (107.69 KIPS)
** Heartbeat:  40% -- { 8000014 } -- 200.00 KIPS (114.29 KIPS)
** Heartbeat:  45% -- { 9000015 } -- 250.00 KIPS (121.62 KIPS)
** Heartbeat:  50% -- { 10000015 } -- 142.86 KIPS (123.46 KIPS)
** Heartbeat:  55% -- { 11000020 } -- 111.11 KIPS (122.22 KIPS)
** Heartbeat:  60% -- { 12000020 } -- 142.86 KIPS (123.71 KIPS)
** Heartbeat:  65% -- { 13000022 } -- 125.00 KIPS (123.81 KIPS)
** Heartbeat:  70% -- { 14000024 } -- 166.67 KIPS (126.13 KIPS)
** Heartbeat:  75% -- { 15000029 } -- 100.00 KIPS (123.97 KIPS)
** Heartbeat:  80% -- { 16000031 } -- 62.50 KIPS (116.79 KIPS)
** Heartbeat:  85% -- { 17000031 } -- 111.11 KIPS (116.44 KIPS)
** Heartbeat:  90% -- { 18000032 } -- 111.11 KIPS (116.13 KIPS)
** Heartbeat:  95% -- { 19000032 } -- 166.67 KIPS (118.01 KIPS)
** Core 0 Finished:    insts:20000000    cycles:14200666    time:4437708125000       -- 1.41 IPC (1.41 IPC) --  N/A  KIPS (117.65 KIPS)
Scarab finished at Fri Nov  1 19:39:13 2024

