Scarab gitrev: 3541854
Scarab started at Fri Nov  1 19:00:29 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (58.82 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 66.67 KIPS (62.50 KIPS)
** Heartbeat:  15% -- { 3000000 } -- 62.50 KIPS (62.50 KIPS)
** Heartbeat:  20% -- { 4000000 } -- 55.56 KIPS (60.61 KIPS)
** Heartbeat:  25% -- { 5000000 } -- 47.62 KIPS (57.47 KIPS)
** Heartbeat:  30% -- { 6000000 } -- 37.04 KIPS (52.63 KIPS)
** Heartbeat:  35% -- { 7000000 } -- 33.33 KIPS (48.61 KIPS)
** Heartbeat:  40% -- { 8000000 } -- 38.46 KIPS (47.06 KIPS)
** Heartbeat:  45% -- { 9000000 } -- 34.48 KIPS (45.23 KIPS)
** Heartbeat:  50% -- { 10000000 } -- 26.32 KIPS (42.19 KIPS)
** Heartbeat:  55% -- { 11000000 } -- 23.81 KIPS (39.43 KIPS)
** Heartbeat:  60% -- { 12000000 } -- 20.00 KIPS (36.47 KIPS)
** Heartbeat:  65% -- { 13000000 } -- 18.52 KIPS (33.94 KIPS)
** Heartbeat:  70% -- { 14000000 } -- 18.87 KIPS (32.11 KIPS)
** Heartbeat:  75% -- { 15000000 } -- 20.41 KIPS (30.93 KIPS)
** Heartbeat:  80% -- { 16000000 } -- 20.00 KIPS (29.91 KIPS)
** Heartbeat:  85% -- { 17000000 } -- 16.95 KIPS (28.62 KIPS)
** Heartbeat:  90% -- { 18000000 } -- 15.62 KIPS (27.36 KIPS)
** Heartbeat:  95% -- { 19000000 } -- 15.87 KIPS (26.35 KIPS)
** Heartbeat: 100% -- { 20000000 } -- 14.93 KIPS (25.38 KIPS)
** Core 0 Finished:    insts:20000000    cycles:20337096    time:6355342500000       -- 0.98 IPC (0.98 IPC) --  N/A  KIPS (25.38 KIPS)
Scarab finished at Fri Nov  1 19:13:37 2024

