Scarab gitrev: 3541854
Scarab started at Fri Nov  1 19:00:43 2024

Initialized Ramulator. 
** Heartbeat:   5% -- { 1000000 } -- 0.00 KIPS (30.30 KIPS)
** Heartbeat:  10% -- { 2000000 } -- 47.62 KIPS (37.04 KIPS)
** Heartbeat:  15% -- { 3000000 } -- 43.48 KIPS (38.96 KIPS)
** Heartbeat:  20% -- { 4000000 } -- 58.82 KIPS (42.55 KIPS)
** Heartbeat:  25% -- { 5000000 } -- 62.50 KIPS (45.45 KIPS)
** Heartbeat:  30% -- { 6000000 } -- 58.82 KIPS (47.24 KIPS)
** Heartbeat:  35% -- { 7000000 } -- 55.56 KIPS (48.28 KIPS)
** Heartbeat:  40% -- { 8000000 } -- 55.56 KIPS (49.08 KIPS)
** Heartbeat:  45% -- { 9000000 } -- 40.00 KIPS (47.87 KIPS)
** Heartbeat:  50% -- { 10000000 } -- 32.26 KIPS (45.66 KIPS)
** Heartbeat:  55% -- { 11000000 } -- 38.46 KIPS (44.90 KIPS)
** Heartbeat:  60% -- { 12000000 } -- 31.25 KIPS (43.32 KIPS)
** Heartbeat:  65% -- { 13000000 } -- 35.71 KIPS (42.62 KIPS)
** Heartbeat:  70% -- { 14000000 } -- 38.46 KIPS (42.30 KIPS)
** Heartbeat:  75% -- { 15000000 } -- 37.04 KIPS (41.90 KIPS)
** Heartbeat:  80% -- { 16000000 } -- 55.56 KIPS (42.55 KIPS)
** Heartbeat:  85% -- { 17000000 } -- 35.71 KIPS (42.08 KIPS)
** Heartbeat:  90% -- { 18000000 } -- 55.56 KIPS (42.65 KIPS)
** Heartbeat:  95% -- { 19000000 } -- 50.00 KIPS (42.99 KIPS)
** Heartbeat: 100% -- { 20000000 } -- 35.71 KIPS (42.55 KIPS)
** Core 0 Finished:    insts:20000000    cycles:20337395    time:6355435937500       -- 0.98 IPC (0.98 IPC) --  N/A  KIPS (42.55 KIPS)
Scarab finished at Fri Nov  1 19:08:33 2024

